Start Time,Duration,Title,Bookmark,Country,show_name,season,episode_name,year,month,weekday,day,hour_day,date,month_name,weekday_name,minutes,hours
2021-01-03 22:42:22-07:00,0 days 00:51:04,The Little Prince,01:08:40,CA (Canada),The Little Prince,,,2021,1,6,3,22,2021-01-03,January,Sunday,51.06666666666667,0.8511111111111112
2021-01-03 22:08:37-07:00,0 days 00:14:12,The Little Prince,00:18:56,CA (Canada),The Little Prince,,,2021,1,6,3,22,2021-01-03,January,Sunday,14.2,0.23666666666666666
2021-01-03 19:32:02-07:00,0 days 00:04:52,The Little Prince,00:04:44,CA (Canada),The Little Prince,,,2021,1,6,3,19,2021-01-03,January,Sunday,4.866666666666666,0.0811111111111111
2021-01-02 23:40:34-07:00,0 days 00:01:18,Dream Home Makeover: Season 1: Forever Home (Episode 1),00:01:23,CA (Canada),Dream Home Makeover, Season 1, Forever Home (Episode 1),2021,1,5,2,23,2021-01-02,January,Saturday,1.3,0.021666666666666667
2021-01-02 23:00:45-07:00,0 days 00:27:39,Dream Home Makeover: Season 2: Bedroom Oasis (Episode 6),00:27:44,CA (Canada),Dream Home Makeover, Season 2, Bedroom Oasis (Episode 6),2021,1,5,2,23,2021-01-02,January,Saturday,27.65,0.4608333333333333
2021-01-02 22:32:55-07:00,0 days 00:24:27,Dream Home Makeover: Season 2: Mountain Retreat Makeover (Episode 5),00:24:07,CA (Canada),Dream Home Makeover, Season 2, Mountain Retreat Makeover (Episode 5),2021,1,5,2,22,2021-01-02,January,Saturday,24.45,0.4075
2021-01-02 19:55:37-07:00,0 days 00:24:14,Dream Home Makeover: Season 2: Restoring History (Episode 4),00:24:19,CA (Canada),Dream Home Makeover, Season 2, Restoring History (Episode 4),2021,1,5,2,19,2021-01-02,January,Saturday,24.233333333333334,0.4038888888888889
2021-01-02 19:23:29-07:00,0 days 00:26:50,Dream Home Makeover: Season 2: Bath Hideaway (Episode 3),00:26:17,CA (Canada),Dream Home Makeover, Season 2, Bath Hideaway (Episode 3),2021,1,5,2,19,2021-01-02,January,Saturday,26.833333333333332,0.44722222222222224
2021-01-01 23:29:22-07:00,0 days 00:26:16,Dream Home Makeover: Season 2: Midcentury Makeover (Episode 2),00:26:13,CA (Canada),Dream Home Makeover, Season 2, Midcentury Makeover (Episode 2),2021,1,4,1,23,2021-01-01,January,Friday,26.266666666666666,0.43777777777777777
2021-01-01 23:01:17-07:00,0 days 00:26:43,Dream Home Makeover: Season 2: Luxury Estate (Episode 1),00:26:16,CA (Canada),Dream Home Makeover, Season 2, Luxury Estate (Episode 1),2021,1,4,1,23,2021-01-01,January,Friday,26.716666666666665,0.4452777777777778
2020-12-29 19:53:49-07:00,0 days 00:12:20,Flavorful Origins: Yunnan Cuisine: Rice Cake (Episode 9),00:12:20,CA (Canada),Flavorful Origins, Yunnan Cuisine, Rice Cake (Episode 9),2020,12,1,29,19,2020-12-29,December,Tuesday,12.333333333333334,0.20555555555555555
2020-12-29 19:52:13-07:00,0 days 00:01:16,Flavorful Origins: Yunnan Cuisine: Sour Fruits (Episode 8),00:01:30,CA (Canada),Flavorful Origins, Yunnan Cuisine, Sour Fruits (Episode 8),2020,12,1,29,19,2020-12-29,December,Tuesday,1.2666666666666666,0.021111111111111112
2020-12-29 19:39:48-07:00,0 days 00:12:25,Flavorful Origins: Yunnan Cuisine: Hardy Banana (Episode 7),00:12:39,CA (Canada),Flavorful Origins, Yunnan Cuisine, Hardy Banana (Episode 7),2020,12,1,29,19,2020-12-29,December,Tuesday,12.416666666666666,0.20694444444444443
2020-12-29 19:14:49-07:00,0 days 00:12:46,Flavorful Origins: Yunnan Cuisine: Pickled Vegetables (Episode 6),00:12:46,CA (Canada),Flavorful Origins, Yunnan Cuisine, Pickled Vegetables (Episode 6),2020,12,1,29,19,2020-12-29,December,Tuesday,12.766666666666667,0.2127777777777778
2020-12-27 23:09:49-07:00,0 days 01:03:41,Bridgerton: Season 1: After the Rain (Episode 8),01:09:31,CA (Canada),Bridgerton, Season 1, After the Rain (Episode 8),2020,12,6,27,23,2020-12-27,December,Sunday,63.68333333333333,1.061388888888889
2020-12-27 22:00:03-07:00,0 days 00:57:19,Bridgerton: Season 1: Oceans Apart (Episode 7),00:57:37,CA (Canada),Bridgerton, Season 1, Oceans Apart (Episode 7),2020,12,6,27,22,2020-12-27,December,Sunday,57.31666666666667,0.9552777777777778
2020-12-27 20:26:56-07:00,0 days 00:57:28,Bridgerton: Season 1: Swish (Episode 6),00:54:00,CA (Canada),Bridgerton, Season 1, Swish (Episode 6),2020,12,6,27,20,2020-12-27,December,Sunday,57.46666666666667,0.9577777777777777
2020-12-27 19:31:12-07:00,0 days 00:23:04,Bridgerton: Season 1: The Duke and I (Episode 5),00:58:00,CA (Canada),Bridgerton, Season 1, The Duke and I (Episode 5),2020,12,6,27,19,2020-12-27,December,Sunday,23.066666666666666,0.3844444444444444
2020-12-27 18:38:19-07:00,0 days 00:38:01,Bridgerton: Season 1: The Duke and I (Episode 5),00:37:40,CA (Canada),Bridgerton, Season 1, The Duke and I (Episode 5),2020,12,6,27,18,2020-12-27,December,Sunday,38.016666666666666,0.6336111111111111
2020-12-27 17:30:03-07:00,0 days 00:57:57,Bridgerton: Season 1: An Affair of Honor (Episode 4),00:57:56,CA (Canada),Bridgerton, Season 1, An Affair of Honor (Episode 4),2020,12,6,27,17,2020-12-27,December,Sunday,57.95,0.9658333333333333
2020-12-27 17:16:43-07:00,0 days 00:09:20,Bridgerton: Season 1: Art of the Swoon (Episode 3),00:53:47,CA (Canada),Bridgerton, Season 1, Art of the Swoon (Episode 3),2020,12,6,27,17,2020-12-27,December,Sunday,9.333333333333334,0.15555555555555556
2020-12-27 11:49:53-07:00,0 days 00:19:11,Bridgerton: Season 1: Art of the Swoon (Episode 3),00:44:27,CA (Canada),Bridgerton, Season 1, Art of the Swoon (Episode 3),2020,12,6,27,11,2020-12-27,December,Sunday,19.183333333333334,0.31972222222222224
2020-12-27 00:18:09-07:00,0 days 00:27:22,Bridgerton: Season 1: Art of the Swoon (Episode 3),00:26:32,CA (Canada),Bridgerton, Season 1, Art of the Swoon (Episode 3),2020,12,6,27,0,2020-12-27,December,Sunday,27.366666666666667,0.45611111111111113
2020-12-26 23:45:04-07:00,0 days 00:26:29,Bridgerton: Season 1: Shock and Delight (Episode 2),00:58:19,CA (Canada),Bridgerton, Season 1, Shock and Delight (Episode 2),2020,12,5,26,23,2020-12-26,December,Saturday,26.483333333333334,0.4413888888888889
2020-12-26 23:39:46-07:00,0 days 00:05:02,Bridgerton: Season 1: Swish (Episode 6),00:51:48,CA (Canada),Bridgerton, Season 1, Swish (Episode 6),2020,12,5,26,23,2020-12-26,December,Saturday,5.033333333333333,0.08388888888888889
2020-12-26 22:49:58-07:00,0 days 00:32:58,Bridgerton: Season 1: Shock and Delight (Episode 2),00:32:20,CA (Canada),Bridgerton, Season 1, Shock and Delight (Episode 2),2020,12,5,26,22,2020-12-26,December,Saturday,32.96666666666667,0.5494444444444444
2020-12-26 21:45:01-07:00,0 days 00:55:37,Bridgerton: Season 1: Diamond of the First Water (Episode 1),00:54:38,CA (Canada),Bridgerton, Season 1, Diamond of the First Water (Episode 1),2020,12,5,26,21,2020-12-26,December,Saturday,55.61666666666667,0.9269444444444445
2020-12-21 18:58:10-07:00,0 days 00:45:02,The Mess You Leave Behind: Season 1: The Mess You Leave Behind (Episode 8),00:48:25,CA (Canada),The Mess You Leave Behind, Season 1, The Mess You Leave Behind (Episode 8),2020,12,0,21,18,2020-12-21,December,Monday,45.03333333333333,0.7505555555555555
2020-12-21 18:20:25-07:00,0 days 00:28:15,The Mess You Leave Behind: Season 1: The Third Victim (Episode 7),00:40:56,CA (Canada),The Mess You Leave Behind, Season 1, The Third Victim (Episode 7),2020,12,0,21,18,2020-12-21,December,Monday,28.25,0.4708333333333333
2020-12-21 13:28:23-07:00,0 days 00:17:27,The Mess You Leave Behind: Season 1: The Third Victim (Episode 7),00:17:32,CA (Canada),The Mess You Leave Behind, Season 1, The Third Victim (Episode 7),2020,12,0,21,13,2020-12-21,December,Monday,17.45,0.29083333333333333
2020-12-21 13:00:18-07:00,0 days 00:28:03,The Mess You Leave Behind: Season 1: Your Dark Side (Episode 6),00:33:32,CA (Canada),The Mess You Leave Behind, Season 1, Your Dark Side (Episode 6),2020,12,0,21,13,2020-12-21,December,Monday,28.05,0.4675
2020-12-21 00:26:27-07:00,0 days 00:05:12,The Mess You Leave Behind: Season 1: Your Dark Side (Episode 6),00:05:17,CA (Canada),The Mess You Leave Behind, Season 1, Your Dark Side (Episode 6),2020,12,0,21,0,2020-12-21,December,Monday,5.2,0.08666666666666667
2020-12-20 23:43:37-07:00,0 days 00:42:45,The Mess You Leave Behind: Season 1: The Secret Place (Episode 5),00:44:34,CA (Canada),The Mess You Leave Behind, Season 1, The Secret Place (Episode 5),2020,12,6,20,23,2020-12-20,December,Sunday,42.75,0.7125
2020-12-19 23:29:08-07:00,0 days 00:02:03,The Mess You Leave Behind: Season 1: The Secret Place (Episode 5),00:02:52,CA (Canada),The Mess You Leave Behind, Season 1, The Secret Place (Episode 5),2020,12,5,19,23,2020-12-19,December,Saturday,2.05,0.034166666666666665
2020-12-19 22:12:22-07:00,0 days 00:45:07,The Mess You Leave Behind: Season 1: Downward Spiral (Episode 4),00:44:25,CA (Canada),The Mess You Leave Behind, Season 1, Downward Spiral (Episode 4),2020,12,5,19,22,2020-12-19,December,Saturday,45.11666666666667,0.7519444444444444
2020-12-19 19:29:26-07:00,0 days 00:37:16,The Mess You Leave Behind: Season 1: Count to Three (Episode 3),00:39:15,CA (Canada),The Mess You Leave Behind, Season 1, Count to Three (Episode 3),2020,12,5,19,19,2020-12-19,December,Saturday,37.266666666666666,0.6211111111111111
2020-12-17 23:31:20-07:00,0 days 00:03:27,The Mess You Leave Behind: Season 1: Count to Three (Episode 3),00:04:19,CA (Canada),The Mess You Leave Behind, Season 1, Count to Three (Episode 3),2020,12,3,17,23,2020-12-17,December,Thursday,3.45,0.0575
2020-12-17 22:35:41-07:00,0 days 00:45:08,The Mess You Leave Behind: Season 1: They Know (Episode 2),00:45:49,CA (Canada),The Mess You Leave Behind, Season 1, They Know (Episode 2),2020,12,3,17,22,2020-12-17,December,Thursday,45.13333333333333,0.7522222222222222
2020-12-17 21:26:07-07:00,0 days 00:54:35,The Mess You Leave Behind: Season 1: Into the Lion's Den (Episode 1),00:54:05,CA (Canada),The Mess You Leave Behind, Season 1, Into the Lion's Den (Episode 1),2020,12,3,17,21,2020-12-17,December,Thursday,54.583333333333336,0.9097222222222222
2020-12-17 21:12:41-07:00,0 days 00:09:13,Mismatched: Season 1: Message Deleted (Episode 3),00:09:18,CA (Canada),Mismatched, Season 1, Message Deleted (Episode 3),2020,12,3,17,21,2020-12-17,December,Thursday,9.216666666666667,0.15361111111111111
2020-12-17 20:43:53-07:00,0 days 00:28:46,"Mismatched: Season 1: Hot Summer, Cold Vibes (Episode 2)",00:28:51,CA (Canada),Mismatched, Season 1," Hot Summer, Cold Vibes (Episode 2)",2020,12,3,17,20,2020-12-17,December,Thursday,28.766666666666666,0.47944444444444445
2020-12-17 20:16:03-07:00,0 days 00:27:42,Mismatched: Season 1: When Dimple Met Rishi (Episode 1),00:26:22,CA (Canada),Mismatched, Season 1, When Dimple Met Rishi (Episode 1),2020,12,3,17,20,2020-12-17,December,Thursday,27.7,0.46166666666666667
2020-12-17 20:06:58-07:00,0 days 00:03:08,The Prom,00:40:09,CA (Canada),The Prom,,,2020,12,3,17,20,2020-12-17,December,Thursday,3.1333333333333333,0.052222222222222225
2020-12-14 16:53:23-07:00,0 days 00:17:01,Carmen Sandiego: Season 1: The Chasing Paper Caper (Episode 7),00:17:58,CA (Canada),Carmen Sandiego, Season 1, The Chasing Paper Caper (Episode 7),2020,12,0,14,16,2020-12-14,December,Monday,17.016666666666666,0.2836111111111111
2020-12-14 16:31:44-07:00,0 days 00:21:38,Carmen Sandiego: Season 1: The Opera in the Outback Caper (Episode 6),00:22:35,CA (Canada),Carmen Sandiego, Season 1, The Opera in the Outback Caper (Episode 6),2020,12,0,14,16,2020-12-14,December,Monday,21.633333333333333,0.3605555555555556
2020-12-14 16:06:20-07:00,0 days 00:21:42,Carmen Sandiego: Season 1: The Duke of Vermeer Caper (Episode 5),00:22:34,CA (Canada),Carmen Sandiego, Season 1, The Duke of Vermeer Caper (Episode 5),2020,12,0,14,16,2020-12-14,December,Monday,21.7,0.3616666666666667
2020-12-13 23:28:13-07:00,0 days 00:29:36,The Prom,00:37:01,CA (Canada),The Prom,,,2020,12,6,13,23,2020-12-13,December,Sunday,29.6,0.49333333333333335
2020-12-12 22:54:54-07:00,0 days 00:25:08,Back with the Ex: Season 1: Episode 1,00:40:27,CA (Canada),Back with the Ex, Season 1, Episode 1,2020,12,5,12,22,2020-12-12,December,Saturday,25.133333333333333,0.41888888888888887
2020-12-12 22:27:25-07:00,0 days 00:21:16,Workin' Moms: Season 1: Fem Card (Episode 3),00:21:15,CA (Canada),Workin' Moms, Season 1, Fem Card (Episode 3),2020,12,5,12,22,2020-12-12,December,Saturday,21.266666666666666,0.35444444444444445
2020-12-12 21:56:57-07:00,0 days 00:21:19,Workin' Moms: Season 1: Rules (Episode 2),00:21:19,CA (Canada),Workin' Moms, Season 1, Rules (Episode 2),2020,12,5,12,21,2020-12-12,December,Saturday,21.316666666666666,0.3552777777777778
2020-12-12 21:35:16-07:00,0 days 00:21:39,Workin' Moms: Season 1: Pilot (Episode 1),00:21:39,CA (Canada),Workin' Moms, Season 1, Pilot (Episode 1),2020,12,5,12,21,2020-12-12,December,Saturday,21.65,0.36083333333333334
2020-12-11 21:37:02-07:00,0 days 00:01:30,Our Planet: Season 1: One Planet (Episode 1),00:04:38,CA (Canada),Our Planet, Season 1, One Planet (Episode 1),2020,12,4,11,21,2020-12-11,December,Friday,1.5,0.025
2020-12-11 21:23:03-07:00,0 days 00:03:08,Our Planet: Season 1: One Planet (Episode 1),00:03:08,CA (Canada),Our Planet, Season 1, One Planet (Episode 1),2020,12,4,11,21,2020-12-11,December,Friday,3.1333333333333333,0.052222222222222225
2020-12-09 20:59:11-07:00,0 days 00:05:33,"Street Food: Latin America: Season 1: Lima, Peru (Episode 4)",00:05:33,CA (Canada),Street Food, Latin America," Season 1: Lima, Peru (Episode 4)",2020,12,2,9,20,2020-12-09,December,Wednesday,5.55,0.0925
2020-12-08 23:56:43-07:00,0 days 00:25:51,"Street Food: Latin America: Season 1: Oaxaca, Mexico (Episode 3)",00:26:11,CA (Canada),Street Food, Latin America," Season 1: Oaxaca, Mexico (Episode 3)",2020,12,1,8,23,2020-12-08,December,Tuesday,25.85,0.43083333333333335
2020-12-01 22:48:10-07:00,0 days 00:03:55,Flavorful Origins: Yunnan Cuisine: Sa Piě (Episode 3),00:03:55,CA (Canada),Flavorful Origins, Yunnan Cuisine, Sa Piě (Episode 3),2020,12,1,1,22,2020-12-01,December,Tuesday,3.9166666666666665,0.06527777777777778
2020-12-01 22:26:32-07:00,0 days 00:03:17,Flavorful Origins: Yunnan Cuisine: Nan Piě (Episode 2),00:03:17,CA (Canada),Flavorful Origins, Yunnan Cuisine, Nan Piě (Episode 2),2020,12,1,1,22,2020-12-01,December,Tuesday,3.283333333333333,0.05472222222222222
2020-11-30 04:26:43-07:00,0 days 00:18:28,Night on Earth: Limited Series: Jungle Nights (Episode 3),00:51:06,CA (Canada),Night on Earth, Limited Series, Jungle Nights (Episode 3),2020,11,0,30,4,2020-11-30,November,Monday,18.466666666666665,0.30777777777777776
2020-11-29 23:07:59-07:00,0 days 00:23:09,Night on Earth: Limited Series: Jungle Nights (Episode 3),00:32:28,CA (Canada),Night on Earth, Limited Series, Jungle Nights (Episode 3),2020,11,6,29,23,2020-11-29,November,Sunday,23.15,0.3858333333333333
2020-11-28 23:47:37-07:00,0 days 00:09:29,Night on Earth: Limited Series: Jungle Nights (Episode 3),00:09:29,CA (Canada),Night on Earth, Limited Series, Jungle Nights (Episode 3),2020,11,5,28,23,2020-11-28,November,Saturday,9.483333333333333,0.15805555555555556
2020-11-28 23:21:00-07:00,0 days 00:21:16,Night on Earth: Limited Series: Frozen Nights (Episode 2),00:21:16,CA (Canada),Night on Earth, Limited Series, Frozen Nights (Episode 2),2020,11,5,28,23,2020-11-28,November,Saturday,21.266666666666666,0.35444444444444445
2020-11-28 22:46:58-07:00,0 days 00:15:22,The Willoughbys,00:15:02,CA (Canada),The Willoughbys,,,2020,11,5,28,22,2020-11-28,November,Saturday,15.366666666666667,0.2561111111111111
2020-11-28 10:49:14-07:00,0 days 00:09:34,Flavorful Origins: Gansu Cuisine: Potato (Episode 10),00:10:17,CA (Canada),Flavorful Origins, Gansu Cuisine, Potato (Episode 10),2020,11,5,28,10,2020-11-28,November,Saturday,9.566666666666666,0.15944444444444444
2020-11-28 10:38:58-07:00,0 days 00:10:15,Flavorful Origins: Gansu Cuisine: Niang Pi (Episode 9),00:10:58,CA (Canada),Flavorful Origins, Gansu Cuisine, Niang Pi (Episode 9),2020,11,5,28,10,2020-11-28,November,Saturday,10.25,0.17083333333333334
2020-11-28 10:28:14-07:00,0 days 00:10:38,Flavorful Origins: Gansu Cuisine: Souherb (Episode 8),00:11:09,CA (Canada),Flavorful Origins, Gansu Cuisine, Souherb (Episode 8),2020,11,5,28,10,2020-11-28,November,Saturday,10.633333333333333,0.17722222222222223
2020-11-27 22:34:27-07:00,0 days 00:04:10,Carmen Sandiego: Season 1: The Duke of Vermeer Caper (Episode 5),00:05:07,CA (Canada),Carmen Sandiego, Season 1, The Duke of Vermeer Caper (Episode 5),2020,11,4,27,22,2020-11-27,November,Friday,4.166666666666667,0.06944444444444445
2020-11-27 21:48:33-07:00,0 days 00:21:38,Carmen Sandiego: Season 1: The Fishy Doubloon Caper (Episode 4),00:22:35,CA (Canada),Carmen Sandiego, Season 1, The Fishy Doubloon Caper (Episode 4),2020,11,4,27,21,2020-11-27,November,Friday,21.633333333333333,0.3605555555555556
2020-11-27 21:11:07-07:00,0 days 00:22:15,Carmen Sandiego: Season 1: The Sticky Rice Caper (Episode 3),00:22:34,CA (Canada),Carmen Sandiego, Season 1, The Sticky Rice Caper (Episode 3),2020,11,4,27,21,2020-11-27,November,Friday,22.25,0.37083333333333335
2020-11-23 08:09:51-07:00,0 days 00:11:20,Flavorful Origins: Gansu Cuisine: Gluten (Episode 7),00:12:03,CA (Canada),Flavorful Origins, Gansu Cuisine, Gluten (Episode 7),2020,11,0,23,8,2020-11-23,November,Monday,11.333333333333334,0.18888888888888888
2020-11-23 07:58:03-07:00,0 days 00:11:01,Flavorful Origins: Gansu Cuisine: Beef noodles (Episode 6),00:10:30,CA (Canada),Flavorful Origins, Gansu Cuisine, Beef noodles (Episode 6),2020,11,0,23,7,2020-11-23,November,Monday,11.016666666666667,0.1836111111111111
2020-11-22 23:08:28-07:00,0 days 00:10:12,Flavorful Origins: Gansu Cuisine: Gua Gua (Episode 5),00:10:55,CA (Canada),Flavorful Origins, Gansu Cuisine, Gua Gua (Episode 5),2020,11,6,22,23,2020-11-22,November,Sunday,10.2,0.17
2020-11-22 22:58:12-07:00,0 days 00:10:02,Flavorful Origins: Gansu Cuisine: Flaxseed (Episode 4),00:10:46,CA (Canada),Flavorful Origins, Gansu Cuisine, Flaxseed (Episode 4),2020,11,6,22,22,2020-11-22,November,Sunday,10.033333333333333,0.16722222222222222
2020-11-22 22:47:48-07:00,0 days 00:10:23,Flavorful Origins: Gansu Cuisine: Cooked chopped entrails of sheep (Episode 3),00:10:55,CA (Canada),Flavorful Origins, Gansu Cuisine, Cooked chopped entrails of sheep (Episode 3),2020,11,6,22,22,2020-11-22,November,Sunday,10.383333333333333,0.17305555555555555
2020-11-22 22:38:29-07:00,0 days 00:08:20,Flavorful Origins: Gansu Cuisine: Lily (Episode 2),00:09:03,CA (Canada),Flavorful Origins, Gansu Cuisine, Lily (Episode 2),2020,11,6,22,22,2020-11-22,November,Sunday,8.333333333333334,0.1388888888888889
2020-11-22 22:18:13-07:00,0 days 00:11:46,Flavorful Origins: Gansu Cuisine: Mutton (Episode 1),00:11:36,CA (Canada),Flavorful Origins, Gansu Cuisine, Mutton (Episode 1),2020,11,6,22,22,2020-11-22,November,Sunday,11.766666666666667,0.19611111111111112
2020-11-20 18:54:15-07:00,0 days 00:11:17,Night on Earth: Limited Series: Dusk Till Dawn (Episode 6),00:11:23,CA (Canada),Night on Earth, Limited Series, Dusk Till Dawn (Episode 6),2020,11,4,20,18,2020-11-20,November,Friday,11.283333333333333,0.18805555555555556
2020-11-20 18:14:30-07:00,0 days 00:39:21,Night on Earth: Limited Series: Sleepless Cities (Episode 5),00:39:21,CA (Canada),Night on Earth, Limited Series, Sleepless Cities (Episode 5),2020,11,4,20,18,2020-11-20,November,Friday,39.35,0.6558333333333334
2020-11-15 19:39:48-07:00,0 days 00:23:53,Tiny Creatures: Season 1: New York (Episode 2),00:23:53,CA (Canada),Tiny Creatures, Season 1, New York (Episode 2),2020,11,6,15,19,2020-11-15,November,Sunday,23.883333333333333,0.39805555555555555
2020-11-15 19:38:05-07:00,0 days 00:01:40,Tiny Creatures: Season 1: Arizona (Episode 1),00:01:40,CA (Canada),Tiny Creatures, Season 1, Arizona (Episode 1),2020,11,6,15,19,2020-11-15,November,Sunday,1.6666666666666667,0.027777777777777776
2020-11-14 22:29:11-07:00,0 days 00:18:14,Carmen Sandiego: Season 1: Becoming Carmen Sandiego: Part II (Episode 2),00:26:03,CA (Canada),Carmen Sandiego, Season 1, Becoming Carmen Sandiego: Part II (Episode 2),2020,11,5,14,22,2020-11-14,November,Saturday,18.233333333333334,0.3038888888888889
2020-11-14 18:57:02-07:00,0 days 00:04:46,Carmen Sandiego: Season 1: Becoming Carmen Sandiego: Part II (Episode 2),00:11:19,CA (Canada),Carmen Sandiego, Season 1, Becoming Carmen Sandiego: Part II (Episode 2),2020,11,5,14,18,2020-11-14,November,Saturday,4.766666666666667,0.07944444444444444
2020-11-14 17:43:34-07:00,0 days 00:14:30,Carmen Sandiego: Season 1: Becoming Carmen Sandiego: Part II (Episode 2),00:06:53,CA (Canada),Carmen Sandiego, Season 1, Becoming Carmen Sandiego: Part II (Episode 2),2020,11,5,14,17,2020-11-14,November,Saturday,14.5,0.24166666666666667
2020-11-14 17:23:36-07:00,0 days 00:19:51,Carmen Sandiego: Season 1: Becoming Carmen Sandiego: Part I (Episode 1),00:31:38,CA (Canada),Carmen Sandiego, Season 1, Becoming Carmen Sandiego: Part I (Episode 1),2020,11,5,14,17,2020-11-14,November,Saturday,19.85,0.3308333333333333
2020-11-13 20:45:58-07:00,0 days 00:03:04,Carmen Sandiego: Season 1: Becoming Carmen Sandiego: Part I (Episode 1),00:11:47,CA (Canada),Carmen Sandiego, Season 1, Becoming Carmen Sandiego: Part I (Episode 1),2020,11,4,13,20,2020-11-13,November,Friday,3.066666666666667,0.051111111111111114
2020-11-13 19:37:34-07:00,0 days 00:02:17,Carmen Sandiego: Season 1: Becoming Carmen Sandiego: Part I (Episode 1),00:15:37,CA (Canada),Carmen Sandiego, Season 1, Becoming Carmen Sandiego: Part I (Episode 1),2020,11,4,13,19,2020-11-13,November,Friday,2.283333333333333,0.03805555555555556
2020-11-12 21:20:49-07:00,0 days 00:14:51,Carmen Sandiego: Season 1: Becoming Carmen Sandiego: Part I (Episode 1),00:14:51,CA (Canada),Carmen Sandiego, Season 1, Becoming Carmen Sandiego: Part I (Episode 1),2020,11,3,12,21,2020-11-12,November,Thursday,14.85,0.2475
2020-11-12 19:20:20-07:00,0 days 00:40:38,Cable Girls: Final Season: Part 2: Chapter 42: The End (Episode 5),00:40:23,CA (Canada),Cable Girls, Final Season, Part 2: Chapter 42: The End (Episode 5),2020,11,3,12,19,2020-11-12,November,Thursday,40.63333333333333,0.6772222222222222
2020-11-12 17:58:12-07:00,0 days 00:33:44,Cable Girls: Final Season: Part 2: Chapter 41: Defeat (Episode 4),00:34:19,CA (Canada),Cable Girls, Final Season, Part 2: Chapter 41: Defeat (Episode 4),2020,11,3,12,17,2020-11-12,November,Thursday,33.733333333333334,0.5622222222222222
2020-11-12 17:24:11-07:00,0 days 00:18:42,Cable Girls: Final Season: Part 2: Chapter 40: Pain (Episode 3),00:41:05,CA (Canada),Cable Girls, Final Season, Part 2: Chapter 40: Pain (Episode 3),2020,11,3,12,17,2020-11-12,November,Thursday,18.7,0.31166666666666665
2020-11-11 23:06:04-07:00,0 days 00:22:53,Cable Girls: Final Season: Part 2: Chapter 40: Pain (Episode 3),00:22:50,CA (Canada),Cable Girls, Final Season, Part 2: Chapter 40: Pain (Episode 3),2020,11,2,11,23,2020-11-11,November,Wednesday,22.883333333333333,0.3813888888888889
2020-11-11 22:29:45-07:00,0 days 00:36:07,Cable Girls: Final Season: Part 2: Chapter 39: Patience (Episode 2),00:36:12,CA (Canada),Cable Girls, Final Season, Part 2: Chapter 39: Patience (Episode 2),2020,11,2,11,22,2020-11-11,November,Wednesday,36.11666666666667,0.6019444444444444
2020-11-11 22:00:35-07:00,0 days 00:29:08,Cable Girls: Final Season: Part 2: Chapter 38: Power (Episode 1),00:40:35,CA (Canada),Cable Girls, Final Season, Part 2: Chapter 38: Power (Episode 1),2020,11,2,11,22,2020-11-11,November,Wednesday,29.133333333333333,0.4855555555555556
2020-11-10 23:04:12-07:00,0 days 00:03:36,The Hook Up Plan: Season 2: The Homecoming Plan (Episode 1),00:03:36,CA (Canada),The Hook Up Plan, Season 2, The Homecoming Plan (Episode 1),2020,11,1,10,23,2020-11-10,November,Tuesday,3.6,0.06
2020-11-10 22:05:31-07:00,0 days 00:08:09,Cable Girls: Final Season: Part 2: Chapter 38: Power (Episode 1),00:10:21,CA (Canada),Cable Girls, Final Season, Part 2: Chapter 38: Power (Episode 1),2020,11,1,10,22,2020-11-10,November,Tuesday,8.15,0.13583333333333333
2020-11-10 21:12:33-07:00,0 days 00:37:02,Cable Girls: Final Season: Part 1: Chapter 37: Insanity (Episode 5),00:36:21,CA (Canada),Cable Girls, Final Season, Part 1: Chapter 37: Insanity (Episode 5),2020,11,1,10,21,2020-11-10,November,Tuesday,37.03333333333333,0.6172222222222222
2020-11-10 20:30:04-07:00,0 days 00:31:09,Cable Girls: Final Season: Part 1: Chapter 36: Control (Episode 4),00:35:10,CA (Canada),Cable Girls, Final Season, Part 1: Chapter 36: Control (Episode 4),2020,11,1,10,20,2020-11-10,November,Tuesday,31.15,0.5191666666666667
2020-11-10 19:47:04-07:00,0 days 00:02:06,Cable Girls: Final Season: Part 1: Chapter 36: Control (Episode 4),00:04:42,CA (Canada),Cable Girls, Final Season, Part 1: Chapter 36: Control (Episode 4),2020,11,1,10,19,2020-11-10,November,Tuesday,2.1,0.035
2020-11-09 23:18:35-07:00,0 days 00:02:23,Cable Girls: Final Season: Part 1: Chapter 36: Control (Episode 4),00:02:36,CA (Canada),Cable Girls, Final Season, Part 1: Chapter 36: Control (Episode 4),2020,11,0,9,23,2020-11-09,November,Monday,2.3833333333333333,0.03972222222222222
2020-11-09 22:14:08-07:00,0 days 00:34:29,Cable Girls: Final Season: Part 1: Chapter 35: Courage (Episode 3),00:41:38,CA (Canada),Cable Girls, Final Season, Part 1: Chapter 35: Courage (Episode 3),2020,11,0,9,22,2020-11-09,November,Monday,34.483333333333334,0.5747222222222222
2020-11-09 19:15:37-07:00,0 days 00:04:40,Cable Girls: Final Season: Part 1: Chapter 35: Courage (Episode 3),00:04:45,CA (Canada),Cable Girls, Final Season, Part 1: Chapter 35: Courage (Episode 3),2020,11,0,9,19,2020-11-09,November,Monday,4.666666666666667,0.07777777777777778
