Start Time,Duration,Title,Bookmark,Country,show_name,season,episode_name,year,month,weekday,day,hour_day,date,month_name,weekday_name,minutes,hours
2020-08-30 21:34:00-06:00,0 days 00:24:01,"Million Dollar Beach House: Season 1: If You Want a Friend, Get a Dog (Episode 4)",0:26:51,CA (Canada),Million Dollar Beach House, Season 1," If You Want a Friend, Get a Dog (Episode 4)",2020,8,6,30,21,2020-08-30,August,Sunday,24.016666666666666,0.4002777777777778
2020-08-30 21:06:00-06:00,0 days 00:24:33,Million Dollar Beach House: Season 1: The Evil Twin (Episode 3),0:25:15,CA (Canada),Million Dollar Beach House, Season 1, The Evil Twin (Episode 3),2020,8,6,30,21,2020-08-30,August,Sunday,24.55,0.4091666666666667
2020-08-30 20:19:00-06:00,0 days 00:27:21,Million Dollar Beach House: Season 1: Rookie Mistakes (Episode 2),0:27:26,CA (Canada),Million Dollar Beach House, Season 1, Rookie Mistakes (Episode 2),2020,8,6,30,20,2020-08-30,August,Sunday,27.35,0.4558333333333333
2020-08-30 19:51:00-06:00,0 days 00:26:06,Million Dollar Beach House: Season 1: Selling Season (Episode 1),0:26:06,CA (Canada),Million Dollar Beach House, Season 1, Selling Season (Episode 1),2020,8,6,30,19,2020-08-30,August,Sunday,26.1,0.435
2020-08-28 22:19:00-06:00,0 days 00:29:06,Friends with Benefits,1:43:10,CA (Canada),Friends with Benefits,,,2020,8,4,28,22,2020-08-28,August,Friday,29.1,0.485
2020-08-26 22:14:00-06:00,0 days 01:14:04,Friends with Benefits,1:14:04,CA (Canada),Friends with Benefits,,,2020,8,2,26,22,2020-08-26,August,Wednesday,74.06666666666666,1.2344444444444445
2020-08-25 12:07:00-06:00,0 days 00:19:49,Tiny Creatures: Season 1: Arizona (Episode 1),0:16:40,CA (Canada),Tiny Creatures, Season 1, Arizona (Episode 1),2020,8,1,25,12,2020-08-25,August,Tuesday,19.816666666666666,0.3302777777777778
2020-08-22 23:30:00-06:00,0 days 01:06:43,Crazy Rich Asians,1:56:34,CA (Canada),Crazy Rich Asians,,,2020,8,5,22,23,2020-08-22,August,Saturday,66.71666666666667,1.1119444444444444
2020-08-20 22:44:00-06:00,0 days 01:49:56,School Life,1:49:56,CA (Canada),School Life,,,2020,8,3,20,22,2020-08-20,August,Thursday,109.93333333333334,1.8322222222222222
2020-08-20 21:11:00-06:00,0 days 01:23:33,Under the Eiffel Tower,1:23:53,CA (Canada),Under the Eiffel Tower,,,2020,8,3,20,21,2020-08-20,August,Thursday,83.55,1.3925
2020-08-14 23:31:00-06:00,0 days 00:02:26,An Easy Girl,1:28:12,CA (Canada),An Easy Girl,,,2020,8,4,14,23,2020-08-14,August,Friday,2.433333333333333,0.04055555555555555
2020-08-14 21:09:00-06:00,0 days 01:29:34,An Easy Girl,1:25:46,CA (Canada),An Easy Girl,,,2020,8,4,14,21,2020-08-14,August,Friday,89.56666666666666,1.4927777777777778
2020-08-13 23:05:00-06:00,0 days 00:39:42,High Seas: Season 3: The Eternal Sea (Episode 6),0:41:18,CA (Canada),High Seas, Season 3, The Eternal Sea (Episode 6),2020,8,3,13,23,2020-08-13,August,Thursday,39.7,0.6616666666666666
2020-08-13 22:29:00-06:00,0 days 00:35:58,High Seas: Season 3: Locked Up (Episode 5),0:36:24,CA (Canada),High Seas, Season 3, Locked Up (Episode 5),2020,8,3,13,22,2020-08-13,August,Thursday,35.96666666666667,0.5994444444444444
2020-08-13 22:05:00-06:00,0 days 00:23:20,High Seas: Season 3: Chasing Shadows (Episode 4),0:41:58,CA (Canada),High Seas, Season 3, Chasing Shadows (Episode 4),2020,8,3,13,22,2020-08-13,August,Thursday,23.333333333333332,0.3888888888888889
2020-08-13 00:37:00-06:00,0 days 00:18:11,High Seas: Season 3: Chasing Shadows (Episode 4),0:18:38,CA (Canada),High Seas, Season 3, Chasing Shadows (Episode 4),2020,8,3,13,0,2020-08-13,August,Thursday,18.183333333333334,0.3030555555555556
2020-08-13 00:37:00-06:00,0 days 00:18:59,High Seas: Season 3: Chasing Shadows (Episode 4),0:19:26,CA (Canada),High Seas, Season 3, Chasing Shadows (Episode 4),2020,8,3,13,0,2020-08-13,August,Thursday,18.983333333333334,0.3163888888888889
2020-08-13 00:37:00-06:00,0 days 00:18:59,High Seas: Season 3: Chasing Shadows (Episode 4),0:19:26,CA (Canada),High Seas, Season 3, Chasing Shadows (Episode 4),2020,8,3,13,0,2020-08-13,August,Thursday,18.983333333333334,0.3163888888888889
2020-08-13 00:16:00-06:00,0 days 00:18:43,High Seas: Season 3: Groundswell (Episode 3),0:39:55,CA (Canada),High Seas, Season 3, Groundswell (Episode 3),2020,8,3,13,0,2020-08-13,August,Thursday,18.716666666666665,0.31194444444444447
2020-08-12 22:10:00-06:00,0 days 00:24:32,High Seas: Season 3: Groundswell (Episode 3),0:24:58,CA (Canada),High Seas, Season 3, Groundswell (Episode 3),2020,8,2,12,22,2020-08-12,August,Wednesday,24.533333333333335,0.4088888888888889
2020-08-12 21:30:00-06:00,0 days 00:39:24,High Seas: Season 3: Masks (Episode 2),0:39:50,CA (Canada),High Seas, Season 3, Masks (Episode 2),2020,8,2,12,21,2020-08-12,August,Wednesday,39.4,0.6566666666666666
2020-08-12 21:16:00-06:00,0 days 00:12:55,High Seas: Season 3: New Course (Episode 1),0:40:11,CA (Canada),High Seas, Season 3, New Course (Episode 1),2020,8,2,12,21,2020-08-12,August,Wednesday,12.916666666666666,0.2152777777777778
2020-08-12 20:20:00-06:00,0 days 00:03:54,High Seas: Season 3: New Course (Episode 1),0:28:55,CA (Canada),High Seas, Season 3, New Course (Episode 1),2020,8,2,12,20,2020-08-12,August,Wednesday,3.9,0.065
2020-08-12 11:16:00-06:00,0 days 00:25:01,High Seas: Season 3: New Course (Episode 1),0:24:58,CA (Canada),High Seas, Season 3, New Course (Episode 1),2020,8,2,12,11,2020-08-12,August,Wednesday,25.016666666666666,0.41694444444444445
2020-08-10 22:28:00-06:00,0 days 00:03:26,Selling Sunset: Season 2: Let the Real Estate Games Begin (Episode 1),0:03:35,CA (Canada),Selling Sunset, Season 2, Let the Real Estate Games Begin (Episode 1),2020,8,0,10,22,2020-08-10,August,Monday,3.433333333333333,0.05722222222222222
2020-08-10 21:39:00-06:00,0 days 00:35:09,Selling Sunset: Season 3: A Not So White Wedding (Episode 8),0:35:18,CA (Canada),Selling Sunset, Season 3, A Not So White Wedding (Episode 8),2020,8,0,10,21,2020-08-10,August,Monday,35.15,0.5858333333333333
2020-08-10 21:14:00-06:00,0 days 00:21:31,Selling Sunset: Season 3: Two Sides to Every Story (Episode 7),0:33:44,CA (Canada),Selling Sunset, Season 3, Two Sides to Every Story (Episode 7),2020,8,0,10,21,2020-08-10,August,Monday,21.516666666666666,0.3586111111111111
2020-08-10 16:13:00-06:00,0 days 00:16:16,Selling Sunset: Season 3: Two Sides to Every Story (Episode 7),0:16:25,CA (Canada),Selling Sunset, Season 3, Two Sides to Every Story (Episode 7),2020,8,0,10,16,2020-08-10,August,Monday,16.266666666666666,0.27111111111111114
2020-08-10 15:10:00-06:00,0 days 00:35:53,Selling Sunset: Season 3: One Text Changes Everything (Episode 6),0:35:26,CA (Canada),Selling Sunset, Season 3, One Text Changes Everything (Episode 6),2020,8,0,10,15,2020-08-10,August,Monday,35.88333333333333,0.5980555555555556
2020-08-10 14:05:00-06:00,0 days 00:30:11,Selling Sunset: Season 3: Bad News Travels Fast (Episode 5),0:28:22,CA (Canada),Selling Sunset, Season 3, Bad News Travels Fast (Episode 5),2020,8,0,10,14,2020-08-10,August,Monday,30.183333333333334,0.5030555555555556
2020-08-10 14:01:00-06:00,0 days 00:01:55,Selling Sunset: Season 3: Everybody Loves Mary (Episode 4),0:29:22,CA (Canada),Selling Sunset, Season 3, Everybody Loves Mary (Episode 4),2020,8,0,10,14,2020-08-10,August,Monday,1.9166666666666667,0.03194444444444444
2020-08-09 21:48:00-06:00,0 days 00:29:14,Selling Sunset: Season 3: Everybody Loves Mary (Episode 4),0:29:23,CA (Canada),Selling Sunset, Season 3, Everybody Loves Mary (Episode 4),2020,8,6,9,21,2020-08-09,August,Sunday,29.233333333333334,0.4872222222222222
2020-08-09 21:22:00-06:00,0 days 00:25:21,Selling Sunset: Season 3: The Biggest Agent in the Room (Episode 3),0:33:04,CA (Canada),Selling Sunset, Season 3, The Biggest Agent in the Room (Episode 3),2020,8,6,9,21,2020-08-09,August,Sunday,25.35,0.4225
2020-08-08 21:43:00-06:00,0 days 00:08:42,Selling Sunset: Season 3: The Biggest Agent in the Room (Episode 3),0:08:48,CA (Canada),Selling Sunset, Season 3, The Biggest Agent in the Room (Episode 3),2020,8,5,8,21,2020-08-08,August,Saturday,8.7,0.145
2020-08-08 21:08:00-06:00,0 days 00:31:14,Selling Sunset: Season 3: Confidence Is Key (Episode 2),0:31:24,CA (Canada),Selling Sunset, Season 3, Confidence Is Key (Episode 2),2020,8,5,8,21,2020-08-08,August,Saturday,31.233333333333334,0.5205555555555555
2020-08-08 20:35:00-06:00,0 days 00:30:06,Selling Sunset: Season 3: Back to Business (Episode 1),0:30:06,CA (Canada),Selling Sunset, Season 3, Back to Business (Episode 1),2020,8,5,8,20,2020-08-08,August,Saturday,30.1,0.5016666666666667
2020-07-18 21:42:00-06:00,0 days 00:02:06,Valeria: Season 1: Ellipsis (Episode 8),0:42:01,CA (Canada),Valeria, Season 1, Ellipsis (Episode 8),2020,7,5,18,21,2020-07-18,July,Saturday,2.1,0.035
2020-07-18 20:17:00-06:00,0 days 00:42:12,Say I Do: Season 1: I Do-Over (Episode 1),0:54:52,CA (Canada),Say I Do, Season 1, I Do-Over (Episode 1),2020,7,5,18,20,2020-07-18,July,Saturday,42.2,0.7033333333333334
2020-07-08 21:48:00-06:00,0 days 00:33:31,Valeria: Season 1: Ellipsis (Episode 8),0:33:36,CA (Canada),Valeria, Season 1, Ellipsis (Episode 8),2020,7,2,8,21,2020-07-08,July,Wednesday,33.516666666666666,0.5586111111111111
2020-07-08 21:41:00-06:00,0 days 00:06:49,Valeria: Season 1: The Package (Episode 7),0:38:05,CA (Canada),Valeria, Season 1, The Package (Episode 7),2020,7,2,8,21,2020-07-08,July,Wednesday,6.816666666666666,0.11361111111111111
2020-07-08 21:11:00-06:00,0 days 00:03:15,Valeria: Season 1: My Garden Is Dry (Episode 6),0:17:26,CA (Canada),Valeria, Season 1, My Garden Is Dry (Episode 6),2020,7,2,8,21,2020-07-08,July,Wednesday,3.25,0.05416666666666667
2020-07-01 23:41:00-06:00,0 days 00:21:34,Girls from Ipanema: Season 2: Choices (Episode 6),0:21:38,CA (Canada),Girls from Ipanema, Season 2, Choices (Episode 6),2020,7,2,1,23,2020-07-01,July,Wednesday,21.566666666666666,0.35944444444444446
2020-07-01 23:00:00-06:00,0 days 00:40:34,Girls from Ipanema: Season 2: Second Chance (Episode 5),0:46:11,CA (Canada),Girls from Ipanema, Season 2, Second Chance (Episode 5),2020,7,2,1,23,2020-07-01,July,Wednesday,40.56666666666667,0.6761111111111111
2020-07-01 21:12:00-06:00,0 days 00:14:12,Girls from Ipanema: Season 2: Second Chance (Episode 5),0:08:41,CA (Canada),Girls from Ipanema, Season 2, Second Chance (Episode 5),2020,7,2,1,21,2020-07-01,July,Wednesday,14.2,0.23666666666666666
2020-06-29 23:14:00-06:00,0 days 00:10:57,Girls from Ipanema: Season 2: Second Chance (Episode 5),0:15:59,CA (Canada),Girls from Ipanema, Season 2, Second Chance (Episode 5),2020,6,0,29,23,2020-06-29,June,Monday,10.95,0.1825
2020-06-29 13:33:00-06:00,0 days 00:13:59,Valeria: Season 1: My Garden Is Dry (Episode 6),0:14:11,CA (Canada),Valeria, Season 1, My Garden Is Dry (Episode 6),2020,6,0,29,13,2020-06-29,June,Monday,13.983333333333333,0.23305555555555554
2020-06-29 13:12:00-06:00,0 days 00:13:09,Valeria: Season 1: Mr Champi (Episode 5),0:36:04,CA (Canada),Valeria, Season 1, Mr Champi (Episode 5),2020,6,0,29,13,2020-06-29,June,Monday,13.15,0.21916666666666668
2020-06-27 20:43:00-06:00,0 days 00:07:28,Girls from Ipanema: Season 2: Second Chance (Episode 5),0:07:33,CA (Canada),Girls from Ipanema, Season 2, Second Chance (Episode 5),2020,6,5,27,20,2020-06-27,June,Saturday,7.466666666666667,0.12444444444444444
2020-06-27 20:28:00-06:00,0 days 00:15:18,Girls from Ipanema: Season 2: All Female (Episode 4),0:45:38,CA (Canada),Girls from Ipanema, Season 2, All Female (Episode 4),2020,6,5,27,20,2020-06-27,June,Saturday,15.3,0.255
2020-06-26 23:16:00-06:00,0 days 00:26:49,Girls from Ipanema: Season 2: All Female (Episode 4),0:30:20,CA (Canada),Girls from Ipanema, Season 2, All Female (Episode 4),2020,6,4,26,23,2020-06-26,June,Friday,26.816666666666666,0.4469444444444444
2020-06-24 23:39:00-06:00,0 days 00:11:26,Girls from Ipanema: Season 2: All Female (Episode 4),0:07:43,CA (Canada),Girls from Ipanema, Season 2, All Female (Episode 4),2020,6,2,24,23,2020-06-24,June,Wednesday,11.433333333333334,0.19055555555555556
2020-06-24 23:06:00-06:00,0 days 00:33:32,Girls from Ipanema: Season 2: The Carioca Way (Episode 3),0:33:36,CA (Canada),Girls from Ipanema, Season 2, The Carioca Way (Episode 3),2020,6,2,24,23,2020-06-24,June,Wednesday,33.53333333333333,0.5588888888888889
2020-06-24 22:28:00-06:00,0 days 00:37:21,Girls from Ipanema: Season 2: Commitments (Episode 2),0:38:59,CA (Canada),Girls from Ipanema, Season 2, Commitments (Episode 2),2020,6,2,24,22,2020-06-24,June,Wednesday,37.35,0.6225
2020-06-24 20:10:00-06:00,0 days 00:01:32,Girls from Ipanema: Season 2: I Will Survive (Episode 1),0:21:35,CA (Canada),Girls from Ipanema, Season 2, I Will Survive (Episode 1),2020,6,2,24,20,2020-06-24,June,Wednesday,1.5333333333333334,0.025555555555555557
2020-06-24 19:21:00-06:00,0 days 00:09:22,Girls from Ipanema: Season 2: Commitments (Episode 2),0:04:57,CA (Canada),Girls from Ipanema, Season 2, Commitments (Episode 2),2020,6,2,24,19,2020-06-24,June,Wednesday,9.366666666666667,0.15611111111111112
2020-06-24 18:57:00-06:00,0 days 00:08:59,Girls from Ipanema: Season 2: I Will Survive (Episode 1),0:53:04,CA (Canada),Girls from Ipanema, Season 2, I Will Survive (Episode 1),2020,6,2,24,18,2020-06-24,June,Wednesday,8.983333333333333,0.14972222222222223
2020-06-24 17:15:00-06:00,0 days 00:45:34,Girls from Ipanema: Season 2: I Will Survive (Episode 1),0:44:53,CA (Canada),Girls from Ipanema, Season 2, I Will Survive (Episode 1),2020,6,2,24,17,2020-06-24,June,Wednesday,45.56666666666667,0.7594444444444445
2020-06-19 22:42:00-06:00,0 days 00:21:01,Modern Family: Season 1: Not in My House (Episode 12),0:21:12,CA (Canada),Modern Family, Season 1, Not in My House (Episode 12),2020,6,4,19,22,2020-06-19,June,Friday,21.016666666666666,0.3502777777777778
2020-06-19 22:20:00-06:00,0 days 00:22:16,Modern Family: Season 1: Up All Night (Episode 11),0:21:37,CA (Canada),Modern Family, Season 1, Up All Night (Episode 11),2020,6,4,19,22,2020-06-19,June,Friday,22.266666666666666,0.3711111111111111
2020-06-19 21:57:00-06:00,0 days 00:22:06,Modern Family: Season 1: Undeck the Halls (Episode 10),0:21:38,CA (Canada),Modern Family, Season 1, Undeck the Halls (Episode 10),2020,6,4,19,21,2020-06-19,June,Friday,22.1,0.36833333333333335
2020-06-19 21:54:00-06:00,0 days 00:03:32,Modern Family: Season 1: Fizbo (Episode 9),0:20:50,CA (Canada),Modern Family, Season 1, Fizbo (Episode 9),2020,6,4,19,21,2020-06-19,June,Friday,3.533333333333333,0.058888888888888886
2020-06-18 16:31:00-06:00,0 days 00:17:17,Modern Family: Season 1: Fizbo (Episode 9),0:17:18,CA (Canada),Modern Family, Season 1, Fizbo (Episode 9),2020,6,3,18,16,2020-06-18,June,Thursday,17.283333333333335,0.28805555555555556
2020-06-18 16:06:00-06:00,0 days 00:21:24,Modern Family: Season 1: Great Expectations (Episode 8),0:21:25,CA (Canada),Modern Family, Season 1, Great Expectations (Episode 8),2020,6,3,18,16,2020-06-18,June,Thursday,21.4,0.3566666666666667
2020-06-18 15:41:00-06:00,0 days 00:21:21,Modern Family: Season 1: En Garde (Episode 7),0:20:43,CA (Canada),Modern Family, Season 1, En Garde (Episode 7),2020,6,3,18,15,2020-06-18,June,Thursday,21.35,0.35583333333333333
2020-06-16 22:29:00-06:00,0 days 00:20:56,Modern Family: Season 1: Coal Digger (Episode 5),0:20:57,CA (Canada),Modern Family, Season 1, Coal Digger (Episode 5),2020,6,1,16,22,2020-06-16,June,Tuesday,20.933333333333334,0.3488888888888889
2020-06-16 21:50:00-06:00,0 days 00:21:47,Modern Family: Season 1: The Incident (Episode 4),0:21:37,CA (Canada),Modern Family, Season 1, The Incident (Episode 4),2020,6,1,16,21,2020-06-16,June,Tuesday,21.783333333333335,0.3630555555555556
2020-06-15 22:12:00-06:00,0 days 00:21:35,Modern Family: Season 1: Come Fly with Me (Episode 3),0:21:07,CA (Canada),Modern Family, Season 1, Come Fly with Me (Episode 3),2020,6,0,15,22,2020-06-15,June,Monday,21.583333333333332,0.3597222222222222
2020-06-15 21:21:00-06:00,0 days 00:21:31,Modern Family: Season 1: The Bicycle Thief (Episode 2),0:21:32,CA (Canada),Modern Family, Season 1, The Bicycle Thief (Episode 2),2020,6,0,15,21,2020-06-15,June,Monday,21.516666666666666,0.3586111111111111
2020-06-15 20:58:00-06:00,0 days 00:22:59,Modern Family: Season 1: Pilot (Episode 1),0:22:59,CA (Canada),Modern Family, Season 1, Pilot (Episode 1),2020,6,0,15,20,2020-06-15,June,Monday,22.983333333333334,0.38305555555555554
2020-06-12 21:07:00-06:00,0 days 00:45:41,The Great Canadian Baking Show: Season 3: Holiday Special (Episode 9),0:12:05,CA (Canada),The Great Canadian Baking Show, Season 3, Holiday Special (Episode 9),2020,6,4,12,21,2020-06-12,June,Friday,45.68333333333333,0.7613888888888889
2020-06-12 15:49:00-06:00,0 days 00:42:34,The Great Canadian Baking Show: Season 3: Finale (Episode 8),0:43:52,CA (Canada),The Great Canadian Baking Show, Season 3, Finale (Episode 8),2020,6,4,12,15,2020-06-12,June,Friday,42.56666666666667,0.7094444444444444
2020-06-11 00:46:00-06:00,0 days 00:37:22,The Great Canadian Baking Show: Season 3: Pie Week (Episode 7),0:43:27,CA (Canada),The Great Canadian Baking Show, Season 3, Pie Week (Episode 7),2020,6,3,11,0,2020-06-11,June,Thursday,37.36666666666667,0.6227777777777778
2020-06-10 16:26:00-06:00,0 days 00:03:41,The Great Canadian Baking Show: Season 3: Pie Week (Episode 7),0:05:34,CA (Canada),The Great Canadian Baking Show, Season 3, Pie Week (Episode 7),2020,6,2,10,16,2020-06-10,June,Wednesday,3.683333333333333,0.06138888888888889
2020-06-10 15:54:00-06:00,0 days 00:17:35,The Great Canadian Baking Show: Season 3: International Week (Episode 6),0:43:16,CA (Canada),The Great Canadian Baking Show, Season 3, International Week (Episode 6),2020,6,2,10,15,2020-06-10,June,Wednesday,17.583333333333332,0.29305555555555557
2020-06-09 19:44:00-06:00,0 days 00:25:07,The Great Canadian Baking Show: Season 3: International Week (Episode 6),0:25:51,CA (Canada),The Great Canadian Baking Show, Season 3, International Week (Episode 6),2020,6,1,9,19,2020-06-09,June,Tuesday,25.116666666666667,0.4186111111111111
2020-06-09 19:19:00-06:00,0 days 00:17:21,The Great Canadian Baking Show: Season 3: Chocolate Week (Episode 5),0:43:14,CA (Canada),The Great Canadian Baking Show, Season 3, Chocolate Week (Episode 5),2020,6,1,9,19,2020-06-09,June,Tuesday,17.35,0.2891666666666667
2020-06-07 22:37:00-06:00,0 days 00:23:33,The Great Canadian Baking Show: Season 3: Chocolate Week (Episode 5),0:25:53,CA (Canada),The Great Canadian Baking Show, Season 3, Chocolate Week (Episode 5),2020,6,6,7,22,2020-06-07,June,Sunday,23.55,0.3925
2020-06-07 21:34:00-06:00,0 days 00:41:18,The Great Canadian Baking Show: Season 3: Old School Week (Episode 4),0:43:17,CA (Canada),The Great Canadian Baking Show, Season 3, Old School Week (Episode 4),2020,6,6,7,21,2020-06-07,June,Sunday,41.3,0.6883333333333334
2020-06-07 21:19:00-06:00,0 days 00:11:45,The Great Canadian Baking Show: Season 3: Bread Week (Episode 3),0:43:20,CA (Canada),The Great Canadian Baking Show, Season 3, Bread Week (Episode 3),2020,6,6,7,21,2020-06-07,June,Sunday,11.75,0.19583333333333333
2020-06-07 18:13:00-06:00,0 days 00:03:58,The Great Canadian Baking Show: Season 3: Bread Week (Episode 3),0:35:40,CA (Canada),The Great Canadian Baking Show, Season 3, Bread Week (Episode 3),2020,6,6,7,18,2020-06-07,June,Sunday,3.966666666666667,0.0661111111111111
2020-06-07 18:08:00-06:00,0 days 00:03:35,The Great Canadian Baking Show: Season 3: Cake Week (Episode 1),0:37:39,CA (Canada),The Great Canadian Baking Show, Season 3, Cake Week (Episode 1),2020,6,6,7,18,2020-06-07,June,Sunday,3.5833333333333335,0.059722222222222225
2020-06-07 18:00:00-06:00,0 days 00:05:45,The Great Canadian Baking Show: Season 3: Biscuit Week (Episode 2),0:22:49,CA (Canada),The Great Canadian Baking Show, Season 3, Biscuit Week (Episode 2),2020,6,6,7,18,2020-06-07,June,Sunday,5.75,0.09583333333333334
2020-06-07 17:58:00-06:00,0 days 00:02:00,The Great Canadian Baking Show: Season 3: Cake Week (Episode 1),0:33:29,CA (Canada),The Great Canadian Baking Show, Season 3, Cake Week (Episode 1),2020,6,6,7,17,2020-06-07,June,Sunday,2.0,0.03333333333333333
2020-06-07 16:03:00-06:00,0 days 00:33:11,The Great Canadian Baking Show: Season 3: Bread Week (Episode 3),0:31:42,CA (Canada),The Great Canadian Baking Show, Season 3, Bread Week (Episode 3),2020,6,6,7,16,2020-06-07,June,Sunday,33.18333333333333,0.5530555555555555
2020-06-07 15:24:00-06:00,0 days 00:26:28,The Great Canadian Baking Show: Season 3: Biscuit Week (Episode 2),0:43:22,CA (Canada),The Great Canadian Baking Show, Season 3, Biscuit Week (Episode 2),2020,6,6,7,15,2020-06-07,June,Sunday,26.466666666666665,0.4411111111111111
2020-06-06 22:36:00-06:00,0 days 00:16:26,The Great Canadian Baking Show: Season 3: Biscuit Week (Episode 2),0:17:04,CA (Canada),The Great Canadian Baking Show, Season 3, Biscuit Week (Episode 2),2020,6,5,6,22,2020-06-06,June,Saturday,16.433333333333334,0.2738888888888889
2020-06-06 22:01:00-06:00,0 days 00:17:07,The Great Canadian Baking Show: Season 3: Cake Week (Episode 1),0:43:13,CA (Canada),The Great Canadian Baking Show, Season 3, Cake Week (Episode 1),2020,6,5,6,22,2020-06-06,June,Saturday,17.116666666666667,0.2852777777777778
2020-06-06 21:34:00-06:00,0 days 00:25:54,The Great Canadian Baking Show: Season 3: Cake Week (Episode 1),0:26:06,CA (Canada),The Great Canadian Baking Show, Season 3, Cake Week (Episode 1),2020,6,5,6,21,2020-06-06,June,Saturday,25.9,0.43166666666666664
2020-06-06 20:25:00-06:00,0 days 00:28:21,The Final Year,0:27:43,CA (Canada),The Final Year,,,2020,6,5,6,20,2020-06-06,June,Saturday,28.35,0.4725
2020-06-05 20:46:00-06:00,0 days 00:19:46,Valeria: Season 1: Mr Champi (Episode 5),0:23:49,CA (Canada),Valeria, Season 1, Mr Champi (Episode 5),2020,6,4,5,20,2020-06-05,June,Friday,19.766666666666666,0.32944444444444443
2020-06-03 14:16:00-06:00,0 days 00:27:08,Lucifer: Season 1: Manly Whatnots (Episode 4),0:28:13,CA (Canada),Lucifer, Season 1, Manly Whatnots (Episode 4),2020,6,2,3,14,2020-06-03,June,Wednesday,27.133333333333333,0.45222222222222225
2020-06-03 13:48:00-06:00,0 days 00:21:08,Lucifer: Season 1: The Would-Be Prince of Darkness (Episode 3),0:42:25,CA (Canada),Lucifer, Season 1, The Would-Be Prince of Darkness (Episode 3),2020,6,2,3,13,2020-06-03,June,Wednesday,21.133333333333333,0.3522222222222222
2020-06-01 22:25:00-06:00,0 days 00:21:32,Lucifer: Season 1: The Would-Be Prince of Darkness (Episode 3),0:22:17,CA (Canada),Lucifer, Season 1, The Would-Be Prince of Darkness (Episode 3),2020,6,0,1,22,2020-06-01,June,Monday,21.533333333333335,0.35888888888888887
2020-06-01 21:21:00-06:00,0 days 00:31:40,"Lucifer: Season 1: Lucifer, Stay. Good Devil. (Episode 2)",0:42:52,CA (Canada),Lucifer, Season 1," Lucifer, Stay. Good Devil. (Episode 2)",2020,6,0,1,21,2020-06-01,June,Monday,31.666666666666668,0.5277777777777778
2020-06-01 21:14:00-06:00,0 days 00:03:50,"Lucifer: Season 1: Lucifer, Stay. Good Devil. (Episode 2)",0:11:32,CA (Canada),Lucifer, Season 1," Lucifer, Stay. Good Devil. (Episode 2)",2020,6,0,1,21,2020-06-01,June,Monday,3.8333333333333335,0.06388888888888888
2020-05-25 21:41:00-06:00,0 days 00:04:31,Valeria: Season 1: Mr Champi (Episode 5),0:04:43,CA (Canada),Valeria, Season 1, Mr Champi (Episode 5),2020,5,0,25,21,2020-05-25,May,Monday,4.516666666666667,0.07527777777777778
2020-05-25 20:58:00-06:00,0 days 00:38:53,Valeria: Season 1: The Pond (Episode 4),0:39:23,CA (Canada),Valeria, Season 1, The Pond (Episode 4),2020,5,0,25,20,2020-05-25,May,Monday,38.88333333333333,0.6480555555555556
2020-05-25 14:29:00-06:00,0 days 00:01:28,Valeria: Season 1: The Pond (Episode 4),0:01:40,CA (Canada),Valeria, Season 1, The Pond (Episode 4),2020,5,0,25,14,2020-05-25,May,Monday,1.4666666666666666,0.024444444444444446
2020-05-25 13:54:00-06:00,0 days 00:28:31,Valeria: Season 1: Alaska (Episode 3),0:39:54,CA (Canada),Valeria, Season 1, Alaska (Episode 3),2020,5,0,25,13,2020-05-25,May,Monday,28.516666666666666,0.4752777777777778
2020-05-23 23:33:00-06:00,0 days 00:45:19,Selling Sunset: Season 2: Karma’s Gonna Get You (Episode 8),0:45:23,CA (Canada),Selling Sunset, Season 2, Karma’s Gonna Get You (Episode 8),2020,5,5,23,23,2020-05-23,May,Saturday,45.31666666666667,0.7552777777777778
2020-05-23 21:59:00-06:00,0 days 00:28:06,Selling Sunset: Season 2: That’s Why They Call It Real Estress (Episode 7),0:30:23,CA (Canada),Selling Sunset, Season 2, That’s Why They Call It Real Estress (Episode 7),2020,5,5,23,21,2020-05-23,May,Saturday,28.1,0.4683333333333333
2020-05-23 19:47:00-06:00,0 days 00:35:37,The Big Family Cooking Showdown: Season 1: Episode 12,0:58:42,CA (Canada),The Big Family Cooking Showdown, Season 1, Episode 12,2020,5,5,23,19,2020-05-23,May,Saturday,35.61666666666667,0.5936111111111111
2020-05-23 19:42:00-06:00,0 days 00:04:55,The Big Family Cooking Showdown: Season 1: Episode 9,0:12:23,CA (Canada),The Big Family Cooking Showdown, Season 1, Episode 9,2020,5,5,23,19,2020-05-23,May,Saturday,4.916666666666667,0.08194444444444444
2020-05-23 19:09:00-06:00,0 days 00:02:28,Selling Sunset: Season 2: That’s Why They Call It Real Estress (Episode 7),0:02:37,CA (Canada),Selling Sunset, Season 2, That’s Why They Call It Real Estress (Episode 7),2020,5,5,23,19,2020-05-23,May,Saturday,2.466666666666667,0.04111111111111111
2020-05-23 18:32:00-06:00,0 days 00:32:52,Selling Sunset: Season 2: The Wait Will Be Worth the Wait (Episode 6),0:32:52,CA (Canada),Selling Sunset, Season 2, The Wait Will Be Worth the Wait (Episode 6),2020,5,5,23,18,2020-05-23,May,Saturday,32.86666666666667,0.5477777777777778
